areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
S92000003,Scotland,nation,2021/9/17,30_39,729735,541305,662,607725,248,541305,662,62,8,83.3,74.2,0,74.2
S92000003,Scotland,nation,2021/9/17,40_49,674290,581459,311,616994,97,581459,311,81,10,91.5,86.2,0,86.2
S92000003,Scotland,nation,2021/9/17,50_54,393113,367909,70,379474,30,367909,70,62,10,96.5,93.6,0,93.6
S92000003,Scotland,nation,2021/9/17,55_59,399344,387446,67,396230,21,387446,67,78,11,99.2,97,0,97
S92000003,Scotland,nation,2021/9/17,60_64,352569,354157,29,359996,14,354157,29,54,13,100,100,0,100
S92000003,Scotland,nation,2021/9/17,65_69,300433,300913,11,304890,6,300913,11,22,0,100,100,0,100
S92000003,Scotland,nation,2021/9/17,70_74,285830,284343,8,287734,7,284343,8,15,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/17,75_79,198210,204104,4,207031,2,204104,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/17,80+,271607,273011,6,281204,2,273011,6,39,0,100,100,0,100
S92000003,Scotland,nation,2021/9/16,12_15,234135,66,0,10158,60,66,0,1,0,4.3,0,0,0
S92000003,Scotland,nation,2021/9/16,16_17,110139,10263,67,72748,349,10263,67,1,0,66.1,9.3,0,9.3
S92000003,Scotland,nation,2021/9/16,18_29,833947,512926,1823,635584,515,512926,1823,74,20,76.2,61.5,0,61.5
S92000003,Scotland,nation,2021/9/16,30_39,729735,540643,708,607477,257,540643,708,54,18,83.2,74.1,0,74.1
S92000003,Scotland,nation,2021/9/16,40_49,674290,581148,281,616897,125,581148,281,71,32,91.5,86.2,0,86.2
S92000003,Scotland,nation,2021/9/16,50_54,393113,367839,81,379444,37,367839,81,52,22,96.5,93.6,0,93.6
S92000003,Scotland,nation,2021/9/16,55_59,399344,387379,60,396209,17,387379,60,67,28,99.2,97,0,97
S92000003,Scotland,nation,2021/9/16,60_64,352569,354128,30,359982,7,354128,30,41,16,100,100,0,100
S92000003,Scotland,nation,2021/9/16,65_69,300433,300902,15,304884,12,300902,15,22,4,100,100,0,100
S92000003,Scotland,nation,2021/9/16,70_74,285830,284335,15,287727,1,284335,15,15,4,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/16,75_79,198210,204100,4,207029,3,204100,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/16,80+,271607,273005,8,281202,2,273005,8,39,13,100,100,0,100
S92000003,Scotland,nation,2021/9/15,12_15,234135,66,0,10098,68,66,0,1,0,4.3,0,0,0
S92000003,Scotland,nation,2021/9/15,16_17,110139,10196,61,72399,467,10196,61,1,0,65.7,9.3,0,9.3
S92000003,Scotland,nation,2021/9/15,18_29,833947,511103,2161,635069,606,511103,2161,54,16,76.2,61.3,0,61.3
S92000003,Scotland,nation,2021/9/15,30_39,729735,539935,746,607220,287,539935,746,36,1,83.2,74,0,74
S92000003,Scotland,nation,2021/9/15,40_49,674290,580867,315,616772,129,580867,315,39,2,91.5,86.1,0,86.1
S92000003,Scotland,nation,2021/9/15,50_54,393113,367758,63,379407,27,367758,63,30,1,96.5,93.6,0,93.6
S92000003,Scotland,nation,2021/9/15,55_59,399344,387319,50,396192,14,387319,50,39,2,99.2,97,0,97
S92000003,Scotland,nation,2021/9/15,60_64,352569,354098,44,359975,8,354098,44,25,2,100,100,0,100
S92000003,Scotland,nation,2021/9/15,65_69,300433,300887,10,304872,4,300887,10,18,1,100,100,0,100
S92000003,Scotland,nation,2021/9/15,70_74,285830,284320,11,287726,3,284320,11,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/15,75_79,198210,204096,2,207026,2,204096,2,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/15,80+,271607,272997,4,281200,1,272997,4,26,1,100,100,0,100
S92000003,Scotland,nation,2021/9/14,12_15,234135,66,2,10030,197,66,2,1,0,4.3,0,0,0
S92000003,Scotland,nation,2021/9/14,16_17,110139,10135,44,71932,739,10135,44,1,0,65.3,9.2,0,9.2
S92000003,Scotland,nation,2021/9/14,18_29,833947,508942,2266,634463,776,508942,2266,38,5,76.1,61,0,61
S92000003,Scotland,nation,2021/9/14,30_39,729735,539189,780,606933,363,539189,780,35,1,83.2,73.9,0,73.9
S92000003,Scotland,nation,2021/9/14,40_49,674290,580552,315,616643,137,580552,315,37,0,91.5,86.1,0,86.1
S92000003,Scotland,nation,2021/9/14,50_54,393113,367695,78,379380,31,367695,78,29,0,96.5,93.5,0,93.5
S92000003,Scotland,nation,2021/9/14,55_59,399344,387269,51,396178,18,387269,51,37,0,99.2,97,0,97
S92000003,Scotland,nation,2021/9/14,60_64,352569,354054,25,359967,19,354054,25,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/14,65_69,300433,300877,15,304868,7,300877,15,17,0,100,100,0,100
S92000003,Scotland,nation,2021/9/14,70_74,285830,284309,11,287723,9,284309,11,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/14,75_79,198210,204094,8,207024,2,204094,8,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/14,80+,271607,272993,6,281199,3,272993,6,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/13,12_15,234135,64,0,9833,129,64,0,1,0,4.2,0,0,0
S92000003,Scotland,nation,2021/9/13,16_17,110139,10091,27,71193,823,10091,27,1,0,64.6,9.2,0,9.2
S92000003,Scotland,nation,2021/9/13,18_29,833947,506676,2138,633687,677,506676,2138,33,8,76,60.8,0,60.8
S92000003,Scotland,nation,2021/9/13,30_39,729735,538409,738,606570,285,538409,738,34,2,83.1,73.8,0,73.8
S92000003,Scotland,nation,2021/9/13,40_49,674290,580237,280,616506,87,580237,280,37,2,91.4,86.1,0,86.1
S92000003,Scotland,nation,2021/9/13,50_54,393113,367617,66,379349,28,367617,66,29,0,96.5,93.5,0,93.5
S92000003,Scotland,nation,2021/9/13,55_59,399344,387218,35,396160,14,387218,35,37,0,99.2,97,0,97
S92000003,Scotland,nation,2021/9/13,60_64,352569,354029,26,359948,7,354029,26,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/13,65_69,300433,300862,14,304861,4,300862,14,17,0,100,100,0,100
S92000003,Scotland,nation,2021/9/13,70_74,285830,284298,9,287714,6,284298,9,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/13,75_79,198210,204086,3,207022,2,204086,3,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/13,80+,271607,272987,3,281196,1,272987,3,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/12,12_15,234135,64,0,9704,112,64,0,1,0,4.1,0,0,0
S92000003,Scotland,nation,2021/9/12,16_17,110139,10064,62,70370,941,10064,62,1,0,63.9,9.1,0,9.1
S92000003,Scotland,nation,2021/9/12,18_29,833947,504538,5396,633010,579,504538,5396,25,0,75.9,60.5,0,60.5
S92000003,Scotland,nation,2021/9/12,30_39,729735,537671,1111,606285,249,537671,1111,32,0,83.1,73.7,0,73.7
S92000003,Scotland,nation,2021/9/12,40_49,674290,579957,434,616419,114,579957,434,35,0,91.4,86,0,86
S92000003,Scotland,nation,2021/9/12,50_54,393113,367551,84,379321,30,367551,84,29,0,96.5,93.5,0,93.5
S92000003,Scotland,nation,2021/9/12,55_59,399344,387183,68,396146,12,387183,68,37,0,99.2,97,0,97
S92000003,Scotland,nation,2021/9/12,60_64,352569,354003,36,359941,14,354003,36,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/12,65_69,300433,300848,13,304857,4,300848,13,17,0,100,100,0,100
S92000003,Scotland,nation,2021/9/12,70_74,285830,284289,13,287708,1,284289,13,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/12,75_79,198210,204083,2,207020,1,204083,2,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/12,80+,271607,272984,3,281195,2,272984,3,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/11,12_15,234135,64,0,9592,135,64,0,1,0,4.1,0,0,0
S92000003,Scotland,nation,2021/9/11,16_17,110139,10002,62,69429,1287,10002,62,1,0,63,9.1,0,9.1
S92000003,Scotland,nation,2021/9/11,18_29,833947,499142,5665,632431,784,499142,5665,25,0,75.8,59.9,0,59.9
S92000003,Scotland,nation,2021/9/11,30_39,729735,536560,1235,606036,344,536560,1235,32,0,83,73.5,0,73.5
S92000003,Scotland,nation,2021/9/11,40_49,674290,579523,569,616305,154,579523,569,35,0,91.4,85.9,0,85.9
S92000003,Scotland,nation,2021/9/11,50_54,393113,367467,132,379291,40,367467,132,29,1,96.5,93.5,0,93.5
S92000003,Scotland,nation,2021/9/11,55_59,399344,387115,79,396134,22,387115,79,37,1,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/11,60_64,352569,353967,55,359927,12,353967,55,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/11,65_69,300433,300835,19,304853,10,300835,19,17,1,100,100,0,100
S92000003,Scotland,nation,2021/9/11,70_74,285830,284276,9,287707,4,284276,9,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/11,75_79,198210,204081,4,207019,0,204081,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/11,80+,271607,272981,5,281193,4,272981,5,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/10,12_15,234135,64,0,9457,133,64,0,1,0,4,0,0,0
S92000003,Scotland,nation,2021/9/10,16_17,110139,9940,43,68142,754,9940,43,1,0,61.9,9,0,9
S92000003,Scotland,nation,2021/9/10,18_29,833947,493477,4566,631647,876,493477,4566,25,1,75.7,59.2,0,59.2
S92000003,Scotland,nation,2021/9/10,30_39,729735,535325,1223,605692,417,535325,1223,32,1,83,73.4,0,73.4
S92000003,Scotland,nation,2021/9/10,40_49,674290,578954,448,616151,147,578954,448,35,0,91.4,85.9,0,85.9
S92000003,Scotland,nation,2021/9/10,50_54,393113,367335,109,379251,36,367335,109,28,0,96.5,93.4,0,93.4
S92000003,Scotland,nation,2021/9/10,55_59,399344,387036,68,396112,21,387036,68,36,0,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/10,60_64,352569,353912,50,359915,10,353912,50,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/10,65_69,300433,300816,30,304843,4,300816,30,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/10,70_74,285830,284267,11,287703,7,284267,11,11,0,100,99.5,0,99.5
S92000003,Scotland,nation,2021/9/10,75_79,198210,204077,4,207019,1,204077,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/10,80+,271607,272976,8,281189,3,272976,8,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/9,12_15,234135,64,1,9324,57,64,1,1,0,4,0,0,0
S92000003,Scotland,nation,2021/9/9,16_17,110139,9897,37,67388,630,9897,37,1,0,61.2,9,0,9
S92000003,Scotland,nation,2021/9/9,18_29,833947,488911,3616,630771,585,488911,3616,24,0,75.6,58.6,0,58.6
S92000003,Scotland,nation,2021/9/9,30_39,729735,534102,1009,605275,250,534102,1009,31,1,82.9,73.2,0,73.2
S92000003,Scotland,nation,2021/9/9,40_49,674290,578506,375,616004,113,578506,375,35,0,91.4,85.8,0,85.8
S92000003,Scotland,nation,2021/9/9,50_54,393113,367226,69,379215,25,367226,69,28,0,96.5,93.4,0,93.4
S92000003,Scotland,nation,2021/9/9,55_59,399344,386968,51,396091,15,386968,51,36,0,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/9,60_64,352569,353862,24,359905,7,353862,24,23,0,100,100,0,100
S92000003,Scotland,nation,2021/9/9,65_69,300433,300786,17,304839,4,300786,17,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/9,70_74,285830,284256,5,287696,3,284256,5,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/9,75_79,198210,204073,2,207018,1,204073,2,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/9,80+,271607,272968,7,281186,1,272968,7,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/8,12_15,234135,63,0,9267,110,63,0,1,0,4,0,0,0
S92000003,Scotland,nation,2021/9/8,16_17,110139,9860,52,66758,1121,9860,52,1,0,60.6,9,0,9
S92000003,Scotland,nation,2021/9/8,18_29,833947,485295,5582,630186,776,485295,5582,24,0,75.6,58.2,0,58.2
S92000003,Scotland,nation,2021/9/8,30_39,729735,533093,1310,605025,388,533093,1310,30,1,82.9,73.1,0,73.1
S92000003,Scotland,nation,2021/9/8,40_49,674290,578131,486,615891,153,578131,486,35,1,91.3,85.7,0,85.7
S92000003,Scotland,nation,2021/9/8,50_54,393113,367157,101,379190,27,367157,101,28,0,96.5,93.4,0,93.4
S92000003,Scotland,nation,2021/9/8,55_59,399344,386917,59,396076,26,386917,59,36,0,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/8,60_64,352569,353838,34,359898,3,353838,34,23,1,100,100,0,100
S92000003,Scotland,nation,2021/9/8,65_69,300433,300769,19,304835,6,300769,19,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/8,70_74,285830,284251,11,287693,7,284251,11,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/8,75_79,198210,204071,5,207017,3,204071,5,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/8,80+,271607,272961,8,281185,2,272961,8,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/7,12_15,234135,63,0,9157,51,63,0,1,0,3.9,0,0,0
S92000003,Scotland,nation,2021/9/7,16_17,110139,9808,42,65637,807,9808,42,1,0,59.6,8.9,0,8.9
S92000003,Scotland,nation,2021/9/7,18_29,833947,479713,4994,629410,793,479713,4994,24,1,75.5,57.5,0,57.5
S92000003,Scotland,nation,2021/9/7,30_39,729735,531783,1144,604637,350,531783,1144,29,0,82.9,72.9,0,72.9
S92000003,Scotland,nation,2021/9/7,40_49,674290,577645,436,615738,171,577645,436,34,0,91.3,85.7,0,85.7
S92000003,Scotland,nation,2021/9/7,50_54,393113,367056,109,379163,35,367056,109,28,1,96.5,93.4,0,93.4
S92000003,Scotland,nation,2021/9/7,55_59,399344,386858,76,396050,22,386858,76,36,0,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/7,60_64,352569,353804,36,359895,19,353804,36,22,0,100,100,0,100
S92000003,Scotland,nation,2021/9/7,65_69,300433,300750,19,304829,6,300750,19,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/7,70_74,285830,284240,10,287686,5,284240,10,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/7,75_79,198210,204066,4,207014,5,204066,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/7,80+,271607,272953,2,281183,0,272953,2,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/6,12_15,234135,63,0,9106,79,63,0,1,0,3.9,0,0,0
S92000003,Scotland,nation,2021/9/6,16_17,110139,9766,38,64830,775,9766,38,1,0,58.9,8.9,0,8.9
S92000003,Scotland,nation,2021/9/6,18_29,833947,474719,4437,628617,697,474719,4437,23,1,75.4,56.9,0,56.9
S92000003,Scotland,nation,2021/9/6,30_39,729735,530639,1031,604287,347,530639,1031,29,0,82.8,72.7,0,72.7
S92000003,Scotland,nation,2021/9/6,40_49,674290,577209,387,615567,124,577209,387,34,0,91.3,85.6,0,85.6
S92000003,Scotland,nation,2021/9/6,50_54,393113,366947,77,379128,26,366947,77,27,0,96.4,93.3,0,93.3
S92000003,Scotland,nation,2021/9/6,55_59,399344,386782,46,396028,17,386782,46,36,0,99.2,96.9,0,96.9
S92000003,Scotland,nation,2021/9/6,60_64,352569,353768,23,359876,5,353768,23,22,0,100,100,0,100
S92000003,Scotland,nation,2021/9/6,65_69,300433,300731,13,304823,6,300731,13,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/6,70_74,285830,284230,5,287681,1,284230,5,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/6,75_79,198210,204062,7,207009,2,204062,7,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/6,80+,271607,272951,0,281183,0,272951,0,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/5,12_15,234135,63,0,9027,264,63,0,1,0,3.9,0,0,0
S92000003,Scotland,nation,2021/9/5,16_17,110139,9728,78,64055,2686,9728,78,1,0,58.2,8.8,0,8.8
S92000003,Scotland,nation,2021/9/5,18_29,833947,470282,7067,627920,757,470282,7067,22,2,75.3,56.4,0,56.4
S92000003,Scotland,nation,2021/9/5,30_39,729735,529608,1726,603940,358,529608,1726,29,0,82.8,72.6,0,72.6
S92000003,Scotland,nation,2021/9/5,40_49,674290,576822,533,615443,127,576822,533,34,0,91.3,85.5,0,85.5
S92000003,Scotland,nation,2021/9/5,50_54,393113,366870,106,379102,21,366870,106,27,0,96.4,93.3,0,93.3
S92000003,Scotland,nation,2021/9/5,55_59,399344,386736,82,396011,24,386736,82,36,0,99.2,96.8,0,96.8
S92000003,Scotland,nation,2021/9/5,60_64,352569,353745,33,359871,10,353745,33,22,0,100,100,0,100
S92000003,Scotland,nation,2021/9/5,65_69,300433,300718,16,304817,6,300718,16,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/5,70_74,285830,284225,6,287680,0,284225,6,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/5,75_79,198210,204055,8,207007,1,204055,8,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/5,80+,271607,272951,2,281183,0,272951,2,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/4,12_15,234135,63,1,8763,411,63,1,1,0,3.7,0,0,0
S92000003,Scotland,nation,2021/9/4,16_17,110139,9650,52,61369,2900,9650,52,1,0,55.7,8.8,0,8.8
S92000003,Scotland,nation,2021/9/4,18_29,833947,463215,6724,627163,763,463215,6724,20,0,75.2,55.5,0,55.5
S92000003,Scotland,nation,2021/9/4,30_39,729735,527882,1674,603582,410,527882,1674,29,0,82.7,72.3,0,72.3
S92000003,Scotland,nation,2021/9/4,40_49,674290,576289,622,615316,185,576289,622,34,0,91.3,85.5,0,85.5
S92000003,Scotland,nation,2021/9/4,50_54,393113,366764,126,379081,28,366764,126,27,1,96.4,93.3,0,93.3
S92000003,Scotland,nation,2021/9/4,55_59,399344,386654,91,395987,20,386654,91,36,1,99.2,96.8,0,96.8
S92000003,Scotland,nation,2021/9/4,60_64,352569,353712,46,359861,8,353712,46,22,1,100,100,0,100
S92000003,Scotland,nation,2021/9/4,65_69,300433,300702,20,304811,4,300702,20,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/4,70_74,285830,284219,12,287680,3,284219,12,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/4,75_79,198210,204047,6,207006,3,204047,6,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/4,80+,271607,272949,9,281183,1,272949,9,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/3,12_15,234135,62,0,8352,112,62,0,1,0,3.6,0,0,0
S92000003,Scotland,nation,2021/9/3,16_17,110139,9598,51,58469,1138,9598,51,1,0,53.1,8.7,0,8.7
S92000003,Scotland,nation,2021/9/3,18_29,833947,456491,6044,626400,717,456491,6044,20,0,75.1,54.7,0,54.7
S92000003,Scotland,nation,2021/9/3,30_39,729735,526208,1314,603172,333,526208,1314,29,0,82.7,72.1,0,72.1
S92000003,Scotland,nation,2021/9/3,40_49,674290,575667,506,615131,143,575667,506,34,0,91.2,85.4,0,85.4
S92000003,Scotland,nation,2021/9/3,50_54,393113,366638,94,379053,37,366638,94,26,0,96.4,93.3,0,93.3
S92000003,Scotland,nation,2021/9/3,55_59,399344,386563,62,395967,19,386563,62,35,0,99.2,96.8,0,96.8
S92000003,Scotland,nation,2021/9/3,60_64,352569,353666,42,359853,13,353666,42,21,0,100,100,0,100
S92000003,Scotland,nation,2021/9/3,65_69,300433,300682,10,304807,7,300682,10,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/3,70_74,285830,284207,7,287677,2,284207,7,11,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/3,75_79,198210,204041,4,207003,2,204041,4,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/3,80+,271607,272940,6,281182,1,272940,6,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/2,12_15,234135,62,0,8240,133,62,0,1,0,3.5,0,0,0
S92000003,Scotland,nation,2021/9/2,16_17,110139,9547,44,57331,1300,9547,44,1,0,52.1,8.7,0,8.7
S92000003,Scotland,nation,2021/9/2,18_29,833947,450447,7514,625683,959,450447,7514,20,1,75,54,0,54
S92000003,Scotland,nation,2021/9/2,30_39,729735,524894,1434,602839,359,524894,1434,29,2,82.6,71.9,0,71.9
S92000003,Scotland,nation,2021/9/2,40_49,674290,575161,507,614988,147,575161,507,34,0,91.2,85.3,0,85.3
S92000003,Scotland,nation,2021/9/2,50_54,393113,366544,108,379016,25,366544,108,26,0,96.4,93.2,0,93.2
S92000003,Scotland,nation,2021/9/2,55_59,399344,386501,67,395948,26,386501,67,35,0,99.1,96.8,0,96.8
S92000003,Scotland,nation,2021/9/2,60_64,352569,353624,43,359840,15,353624,43,21,0,100,100,0,100
S92000003,Scotland,nation,2021/9/2,65_69,300433,300672,29,304800,2,300672,29,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/2,70_74,285830,284200,9,287675,1,284200,9,11,1,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/2,75_79,198210,204037,7,207001,0,204037,7,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/2,80+,271607,272934,4,281181,2,272934,4,25,0,100,100,0,100
S92000003,Scotland,nation,2021/9/1,12_15,234135,62,1,8107,144,62,1,1,0,3.5,0,0,0
S92000003,Scotland,nation,2021/9/1,16_17,110139,9503,38,56031,1247,9503,38,1,0,50.9,8.6,0,8.6
S92000003,Scotland,nation,2021/9/1,18_29,833947,442933,6383,624724,692,442933,6383,19,1,74.9,53.1,0,53.1
S92000003,Scotland,nation,2021/9/1,30_39,729735,523460,1299,602480,319,523460,1299,27,1,82.6,71.7,0,71.7
S92000003,Scotland,nation,2021/9/1,40_49,674290,574654,400,614841,129,574654,400,34,0,91.2,85.2,0,85.2
S92000003,Scotland,nation,2021/9/1,50_54,393113,366436,88,378991,31,366436,88,26,1,96.4,93.2,0,93.2
S92000003,Scotland,nation,2021/9/1,55_59,399344,386434,53,395922,21,386434,53,35,0,99.1,96.8,0,96.8
S92000003,Scotland,nation,2021/9/1,60_64,352569,353581,29,359825,11,353581,29,21,1,100,100,0,100
S92000003,Scotland,nation,2021/9/1,65_69,300433,300643,14,304798,5,300643,14,16,0,100,100,0,100
S92000003,Scotland,nation,2021/9/1,70_74,285830,284191,15,287674,3,284191,15,10,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/9/1,75_79,198210,204030,6,207001,0,204030,6,14,0,100,100,0,100
S92000003,Scotland,nation,2021/9/1,80+,271607,272930,8,281179,3,272930,8,25,0,100,100,0,100
S92000003,Scotland,nation,2021/8/31,12_15,234135,61,1,7963,150,61,1,1,0,3.4,0,0,0
S92000003,Scotland,nation,2021/8/31,16_17,110139,9465,40,54784,999,9465,40,1,0,49.7,8.6,0,8.6
S92000003,Scotland,nation,2021/8/31,18_29,833947,436550,8023,624032,648,436550,8023,18,1,74.8,52.3,0,52.3
S92000003,Scotland,nation,2021/8/31,30_39,729735,522161,1672,602161,310,522161,1672,26,0,82.5,71.6,0,71.6
S92000003,Scotland,nation,2021/8/31,40_49,674290,574254,540,614712,151,574254,540,34,0,91.2,85.2,0,85.2
S92000003,Scotland,nation,2021/8/31,50_54,393113,366348,127,378960,40,366348,127,25,0,96.4,93.2,0,93.2
S92000003,Scotland,nation,2021/8/31,55_59,399344,386381,77,395901,12,386381,77,35,0,99.1,96.8,0,96.8
S92000003,Scotland,nation,2021/8/31,60_64,352569,353552,37,359814,8,353552,37,20,0,100,100,0,100
S92000003,Scotland,nation,2021/8/31,65_69,300433,300629,21,304793,6,300629,21,16,0,100,100,0,100
S92000003,Scotland,nation,2021/8/31,70_74,285830,284176,25,287671,7,284176,25,10,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/8/31,75_79,198210,204024,10,207001,1,204024,10,14,0,100,100,0,100
S92000003,Scotland,nation,2021/8/31,80+,271607,272922,15,281176,6,272922,15,25,0,100,100,0,100
S92000003,Scotland,nation,2021/8/30,12_15,234135,60,0,7813,260,60,0,1,0,3.3,0,0,0
S92000003,Scotland,nation,2021/8/30,16_17,110139,9425,45,53785,1110,9425,45,1,0,48.8,8.6,0,8.6
S92000003,Scotland,nation,2021/8/30,18_29,833947,428527,9226,623384,760,428527,9226,17,0,74.8,51.4,0,51.4
S92000003,Scotland,nation,2021/8/30,30_39,729735,520489,2091,601851,378,520489,2091,26,1,82.5,71.3,0,71.3
S92000003,Scotland,nation,2021/8/30,40_49,674290,573714,572,614561,130,573714,572,34,5,91.1,85.1,0,85.1
S92000003,Scotland,nation,2021/8/30,50_54,393113,366221,108,378920,27,366221,108,25,2,96.4,93.2,0,93.2
S92000003,Scotland,nation,2021/8/30,55_59,399344,386304,66,395889,30,386304,66,35,2,99.1,96.7,0,96.7
S92000003,Scotland,nation,2021/8/30,60_64,352569,353515,48,359806,18,353515,48,20,0,100,100,0,100
S92000003,Scotland,nation,2021/8/30,65_69,300433,300608,16,304787,5,300608,16,16,2,100,100,0,100
S92000003,Scotland,nation,2021/8/30,70_74,285830,284151,17,287664,3,284151,17,10,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/8/30,75_79,198210,204014,9,207000,1,204014,9,14,3,100,100,0,100
S92000003,Scotland,nation,2021/8/30,80+,271607,272907,6,281170,1,272907,6,25,1,100,100,0,100
S92000003,Scotland,nation,2021/8/29,12_15,234135,60,0,7553,230,60,0,1,0,3.2,0,0,0
S92000003,Scotland,nation,2021/8/29,16_17,110139,9380,31,52675,1144,9380,31,1,0,47.8,8.5,0,8.5
S92000003,Scotland,nation,2021/8/29,18_29,833947,419301,10489,622624,571,419301,10489,17,0,74.7,50.3,0,50.3
S92000003,Scotland,nation,2021/8/29,30_39,729735,518398,1810,601473,261,518398,1810,25,0,82.4,71,0,71
S92000003,Scotland,nation,2021/8/29,40_49,674290,573142,517,614431,105,573142,517,29,0,91.1,85,0,85
S92000003,Scotland,nation,2021/8/29,50_54,393113,366113,107,378893,41,366113,107,23,0,96.4,93.1,0,93.1
S92000003,Scotland,nation,2021/8/29,55_59,399344,386238,65,395859,12,386238,65,33,0,99.1,96.7,0,96.7
S92000003,Scotland,nation,2021/8/29,60_64,352569,353467,46,359788,13,353467,46,20,0,100,100,0,100
S92000003,Scotland,nation,2021/8/29,65_69,300433,300592,16,304782,6,300592,16,14,0,100,100,0,100
S92000003,Scotland,nation,2021/8/29,70_74,285830,284134,9,287661,4,284134,9,10,0,100,99.4,0,99.4
S92000003,Scotland,nation,2021/8/29,75_79,198210,204005,3,206999,0,204005,3,11,0,100,100,0,100
S92000003,Scotland,nation,2021/8/29,80+,271607,272901,3,281169,2,272901,3,24,0,100,100,0,100
S92000003,Scotland,nation,2021/8/28,12_15,234135,60,0,7323,485,60,0,1,0,3.1,0,0,0
