areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-03-08,85+,5777.2,81251
E92000001,England,nation,2021-03-08,65_to_84,1763.9,159770
E92000001,England,nation,2021-03-07,18_to_64,397.6,135145
E92000001,England,nation,2021-03-07,0_to_5,67.0,2632
E92000001,England,nation,2021-03-07,6_to_17,31.4,2567
E92000001,England,nation,2021-03-07,85+,5772.4,81184
E92000001,England,nation,2021-03-07,65_to_84,1762.0,159596
E92000001,England,nation,2021-03-06,18_to_64,396.9,134923
E92000001,England,nation,2021-03-06,0_to_5,66.9,2628
E92000001,England,nation,2021-03-06,6_to_17,31.4,2565
E92000001,England,nation,2021-03-06,85+,5766.5,81100
E92000001,England,nation,2021-03-06,65_to_84,1760.4,159447
E92000001,England,nation,2021-03-05,18_to_64,396.3,134700
E92000001,England,nation,2021-03-05,0_to_5,66.7,2621
E92000001,England,nation,2021-03-05,6_to_17,31.4,2562
E92000001,England,nation,2021-03-05,85+,5758.3,80985
E92000001,England,nation,2021-03-05,65_to_84,1758.4,159267
E92000001,England,nation,2021-03-04,18_to_64,395.6,134474
E92000001,England,nation,2021-03-04,0_to_5,66.6,2617
E92000001,England,nation,2021-03-04,6_to_17,31.3,2554
E92000001,England,nation,2021-03-04,85+,5751.9,80895
E92000001,England,nation,2021-03-04,65_to_84,1756.6,159108
E92000001,England,nation,2021-03-03,18_to_64,394.8,134209
E92000001,England,nation,2021-03-03,0_to_5,66.4,2610
E92000001,England,nation,2021-03-03,6_to_17,31.2,2548
E92000001,England,nation,2021-03-03,85+,5744.1,80786
E92000001,England,nation,2021-03-03,65_to_84,1754.3,158899
E92000001,England,nation,2021-03-02,18_to_64,394.0,133941
E92000001,England,nation,2021-03-02,0_to_5,66.2,2601
E92000001,England,nation,2021-03-02,6_to_17,31.1,2540
E92000001,England,nation,2021-03-02,85+,5736.2,80675
E92000001,England,nation,2021-03-02,65_to_84,1752.0,158688
E92000001,England,nation,2021-03-01,18_to_64,393.2,133653
E92000001,England,nation,2021-03-01,0_to_5,66.1,2595
E92000001,England,nation,2021-03-01,6_to_17,31.0,2529
E92000001,England,nation,2021-03-01,85+,5727.9,80558
E92000001,England,nation,2021-03-01,65_to_84,1749.1,158427
E92000001,England,nation,2021-02-28,18_to_64,392.2,133331
E92000001,England,nation,2021-02-28,0_to_5,66.0,2591
E92000001,England,nation,2021-02-28,6_to_17,30.9,2522
E92000001,England,nation,2021-02-28,85+,5719.7,80443
E92000001,England,nation,2021-02-28,65_to_84,1746.3,158171
E92000001,England,nation,2021-02-27,18_to_64,391.4,133037
E92000001,England,nation,2021-02-27,0_to_5,65.8,2587
E92000001,England,nation,2021-02-27,6_to_17,30.7,2509
E92000001,England,nation,2021-02-27,85+,5711.8,80331
E92000001,England,nation,2021-02-27,65_to_84,1743.6,157932
E92000001,England,nation,2021-02-26,18_to_64,390.5,132758
E92000001,England,nation,2021-02-26,0_to_5,65.8,2585
E92000001,England,nation,2021-02-26,6_to_17,30.7,2508
E92000001,England,nation,2021-02-26,85+,5703.7,80217
E92000001,England,nation,2021-02-26,65_to_84,1741.1,157704
E92000001,England,nation,2021-02-25,18_to_64,389.7,132455
E92000001,England,nation,2021-02-25,0_to_5,65.5,2575
E92000001,England,nation,2021-02-25,6_to_17,30.6,2501
E92000001,England,nation,2021-02-25,85+,5693.8,80078
E92000001,England,nation,2021-02-25,65_to_84,1738.3,157445
E92000001,England,nation,2021-02-24,18_to_64,388.5,132071
E92000001,England,nation,2021-02-24,0_to_5,65.3,2564
E92000001,England,nation,2021-02-24,6_to_17,30.5,2492
E92000001,England,nation,2021-02-24,85+,5683.7,79936
E92000001,England,nation,2021-02-24,65_to_84,1735.1,157159
E92000001,England,nation,2021-02-23,18_to_64,387.4,131678
E92000001,England,nation,2021-02-23,0_to_5,65.0,2554
E92000001,England,nation,2021-02-23,6_to_17,30.5,2488
E92000001,England,nation,2021-02-23,85+,5673.0,79785
E92000001,England,nation,2021-02-23,65_to_84,1731.6,156843
E92000001,England,nation,2021-02-22,18_to_64,386.0,131229
E92000001,England,nation,2021-02-22,0_to_5,64.7,2540
E92000001,England,nation,2021-02-22,6_to_17,30.3,2477
E92000001,England,nation,2021-02-22,85+,5662.4,79636
E92000001,England,nation,2021-02-22,65_to_84,1727.7,156490
E92000001,England,nation,2021-02-21,18_to_64,384.8,130794
E92000001,England,nation,2021-02-21,0_to_5,64.4,2532
E92000001,England,nation,2021-02-21,6_to_17,30.2,2464
E92000001,England,nation,2021-02-21,85+,5652.1,79491
E92000001,England,nation,2021-02-21,65_to_84,1723.7,156125
E92000001,England,nation,2021-02-20,18_to_64,383.5,130365
E92000001,England,nation,2021-02-20,0_to_5,64.1,2519
E92000001,England,nation,2021-02-20,6_to_17,30.1,2459
E92000001,England,nation,2021-02-20,85+,5638.8,79304
E92000001,England,nation,2021-02-20,65_to_84,1719.6,155754
E92000001,England,nation,2021-02-19,18_to_64,382.3,129971
E92000001,England,nation,2021-02-19,0_to_5,63.9,2510
E92000001,England,nation,2021-02-19,6_to_17,30.0,2451
E92000001,England,nation,2021-02-19,85+,5626.9,79137
E92000001,England,nation,2021-02-19,65_to_84,1716.1,155435
E92000001,England,nation,2021-02-18,18_to_64,381.1,129536
E92000001,England,nation,2021-02-18,0_to_5,63.6,2497
E92000001,England,nation,2021-02-18,6_to_17,29.9,2442
E92000001,England,nation,2021-02-18,85+,5613.1,78943
E92000001,England,nation,2021-02-18,65_to_84,1711.5,155018
E92000001,England,nation,2021-02-17,18_to_64,379.7,129073
E92000001,England,nation,2021-02-17,0_to_5,63.4,2490
E92000001,England,nation,2021-02-17,6_to_17,29.8,2436
E92000001,England,nation,2021-02-17,85+,5598.3,78735
E92000001,England,nation,2021-02-17,65_to_84,1706.3,154553
E92000001,England,nation,2021-02-16,18_to_64,378.2,128566
E92000001,England,nation,2021-02-16,0_to_5,63.2,2484
E92000001,England,nation,2021-02-16,6_to_17,29.7,2426
E92000001,England,nation,2021-02-16,85+,5581.5,78499
E92000001,England,nation,2021-02-16,65_to_84,1701.1,154079
E92000001,England,nation,2021-02-15,18_to_64,376.6,128026
E92000001,England,nation,2021-02-15,0_to_5,63.0,2477
E92000001,England,nation,2021-02-15,6_to_17,29.6,2414
E92000001,England,nation,2021-02-15,85+,5564.5,78260
E92000001,England,nation,2021-02-15,65_to_84,1695.4,153566
E92000001,England,nation,2021-02-14,18_to_64,375.1,127512
E92000001,England,nation,2021-02-14,0_to_5,62.7,2463
E92000001,England,nation,2021-02-14,6_to_17,29.5,2408
E92000001,England,nation,2021-02-14,85+,5546.0,78000
E92000001,England,nation,2021-02-14,65_to_84,1689.6,153038
E92000001,England,nation,2021-02-13,18_to_64,373.5,126953
E92000001,England,nation,2021-02-13,0_to_5,62.3,2449
E92000001,England,nation,2021-02-13,6_to_17,29.4,2397
E92000001,England,nation,2021-02-13,85+,5527.3,77736
E92000001,England,nation,2021-02-13,65_to_84,1683.9,152522
E92000001,England,nation,2021-02-12,18_to_64,372.0,126444
E92000001,England,nation,2021-02-12,0_to_5,62.1,2440
E92000001,England,nation,2021-02-12,6_to_17,29.2,2388
E92000001,England,nation,2021-02-12,85+,5509.0,77479
E92000001,England,nation,2021-02-12,65_to_84,1678.9,152066
E92000001,England,nation,2021-02-11,18_to_64,370.4,125921
E92000001,England,nation,2021-02-11,0_to_5,61.9,2433
E92000001,England,nation,2021-02-11,6_to_17,29.2,2382
E92000001,England,nation,2021-02-11,85+,5493.8,77265
E92000001,England,nation,2021-02-11,65_to_84,1672.6,151498
E92000001,England,nation,2021-02-10,18_to_64,368.7,125335
E92000001,England,nation,2021-02-10,0_to_5,61.5,2417
E92000001,England,nation,2021-02-10,6_to_17,29.1,2372
E92000001,England,nation,2021-02-10,85+,5472.5,76966
E92000001,England,nation,2021-02-10,65_to_84,1666.8,150969
E92000001,England,nation,2021-02-09,18_to_64,367.0,124756
E92000001,England,nation,2021-02-09,0_to_5,61.1,2400
E92000001,England,nation,2021-02-09,6_to_17,28.9,2362
E92000001,England,nation,2021-02-09,85+,5451.1,76665
E92000001,England,nation,2021-02-09,65_to_84,1659.8,150341
E92000001,England,nation,2021-02-08,18_to_64,365.2,124158
E92000001,England,nation,2021-02-08,0_to_5,60.8,2389
E92000001,England,nation,2021-02-08,6_to_17,28.8,2354
E92000001,England,nation,2021-02-08,85+,5430.1,76369
E92000001,England,nation,2021-02-08,65_to_84,1653.0,149723
E92000001,England,nation,2021-02-07,18_to_64,363.2,123468
E92000001,England,nation,2021-02-07,0_to_5,60.4,2372
E92000001,England,nation,2021-02-07,6_to_17,28.6,2335
E92000001,England,nation,2021-02-07,85+,5407.0,76045
E92000001,England,nation,2021-02-07,65_to_84,1645.4,149038
E92000001,England,nation,2021-02-06,18_to_64,361.2,122794
E92000001,England,nation,2021-02-06,0_to_5,59.9,2355
E92000001,England,nation,2021-02-06,6_to_17,28.5,2327
E92000001,England,nation,2021-02-06,85+,5382.2,75696
E92000001,England,nation,2021-02-06,65_to_84,1638.6,148416
E92000001,England,nation,2021-02-05,18_to_64,359.3,122147
E92000001,England,nation,2021-02-05,0_to_5,59.9,2352
E92000001,England,nation,2021-02-05,6_to_17,28.4,2316
E92000001,England,nation,2021-02-05,85+,5356.1,75329
E92000001,England,nation,2021-02-05,65_to_84,1631.4,147765
E92000001,England,nation,2021-02-04,18_to_64,357.3,121453
E92000001,England,nation,2021-02-04,0_to_5,59.6,2340
E92000001,England,nation,2021-02-04,6_to_17,28.2,2301
E92000001,England,nation,2021-02-04,85+,5331.7,74986
E92000001,England,nation,2021-02-04,65_to_84,1623.8,147073
E92000001,England,nation,2021-02-03,18_to_64,355.1,120722
E92000001,England,nation,2021-02-03,0_to_5,59.3,2328
E92000001,England,nation,2021-02-03,6_to_17,28.0,2286
E92000001,England,nation,2021-02-03,85+,5304.9,74609
E92000001,England,nation,2021-02-03,65_to_84,1615.2,146302
E92000001,England,nation,2021-02-02,18_to_64,352.9,119956
E92000001,England,nation,2021-02-02,0_to_5,59.0,2317
E92000001,England,nation,2021-02-02,6_to_17,27.8,2268
E92000001,England,nation,2021-02-02,85+,5273.7,74170
E92000001,England,nation,2021-02-02,65_to_84,1605.7,145440
E92000001,England,nation,2021-02-01,18_to_64,350.6,119178
E92000001,England,nation,2021-02-01,0_to_5,58.4,2294
E92000001,England,nation,2021-02-01,6_to_17,27.6,2252
E92000001,England,nation,2021-02-01,85+,5241.2,73713
E92000001,England,nation,2021-02-01,65_to_84,1595.3,144492
E92000001,England,nation,2021-01-31,18_to_64,347.9,118253
E92000001,England,nation,2021-01-31,0_to_5,57.9,2274
E92000001,England,nation,2021-01-31,6_to_17,27.3,2228
E92000001,England,nation,2021-01-31,85+,5208.8,73257
E92000001,England,nation,2021-01-31,65_to_84,1585.1,143570
E92000001,England,nation,2021-01-30,18_to_64,345.5,117432
E92000001,England,nation,2021-01-30,0_to_5,57.6,2261
E92000001,England,nation,2021-01-30,6_to_17,27.1,2212
E92000001,England,nation,2021-01-30,85+,5178.6,72832
E92000001,England,nation,2021-01-30,65_to_84,1575.1,142662
E92000001,England,nation,2021-01-29,18_to_64,343.1,116629
E92000001,England,nation,2021-01-29,0_to_5,57.1,2245
E92000001,England,nation,2021-01-29,6_to_17,26.9,2196
E92000001,England,nation,2021-01-29,85+,5144.7,72355
E92000001,England,nation,2021-01-29,65_to_84,1565.3,141780
E92000001,England,nation,2021-01-28,18_to_64,340.4,115709
E92000001,England,nation,2021-01-28,0_to_5,56.7,2226
E92000001,England,nation,2021-01-28,6_to_17,26.6,2174
E92000001,England,nation,2021-01-28,85+,5111.1,71883
E92000001,England,nation,2021-01-28,65_to_84,1554.9,140834
E92000001,England,nation,2021-01-27,18_to_64,337.3,114655
E92000001,England,nation,2021-01-27,0_to_5,56.3,2210
E92000001,England,nation,2021-01-27,6_to_17,26.4,2157
E92000001,England,nation,2021-01-27,85+,5072.6,71342
E92000001,England,nation,2021-01-27,65_to_84,1542.8,139743
E92000001,England,nation,2021-01-26,18_to_64,334.1,113580
E92000001,England,nation,2021-01-26,0_to_5,56.0,2199
E92000001,England,nation,2021-01-26,6_to_17,26.2,2139
E92000001,England,nation,2021-01-26,85+,5032.3,70775
E92000001,England,nation,2021-01-26,65_to_84,1531.0,138672
E92000001,England,nation,2021-01-25,18_to_64,331.0,112512
E92000001,England,nation,2021-01-25,0_to_5,55.5,2179
E92000001,England,nation,2021-01-25,6_to_17,25.9,2116
E92000001,England,nation,2021-01-25,85+,4991.6,70203
E92000001,England,nation,2021-01-25,65_to_84,1518.7,137556
E92000001,England,nation,2021-01-24,18_to_64,327.9,111456
E92000001,England,nation,2021-01-24,0_to_5,55.0,2160
E92000001,England,nation,2021-01-24,6_to_17,25.6,2093
E92000001,England,nation,2021-01-24,85+,4957.3,69720
E92000001,England,nation,2021-01-24,65_to_84,1506.9,136488
E92000001,England,nation,2021-01-23,18_to_64,324.7,110361
E92000001,England,nation,2021-01-23,0_to_5,54.3,2134
E92000001,England,nation,2021-01-23,6_to_17,25.5,2080
E92000001,England,nation,2021-01-23,85+,4917.0,69153
E92000001,England,nation,2021-01-23,65_to_84,1494.5,135365
E92000001,England,nation,2021-01-22,18_to_64,321.7,109345
E92000001,England,nation,2021-01-22,0_to_5,53.7,2110
E92000001,England,nation,2021-01-22,6_to_17,25.3,2068
E92000001,England,nation,2021-01-22,85+,4874.1,68550
E92000001,England,nation,2021-01-22,65_to_84,1482.1,134240
E92000001,England,nation,2021-01-21,18_to_64,318.0,108114
E92000001,England,nation,2021-01-21,0_to_5,53.1,2086
E92000001,England,nation,2021-01-21,6_to_17,25.1,2049
E92000001,England,nation,2021-01-21,85+,4833.2,67974
E92000001,England,nation,2021-01-21,65_to_84,1469.2,133077
E92000001,England,nation,2021-01-20,18_to_64,314.3,106844
E92000001,England,nation,2021-01-20,0_to_5,52.7,2071
E92000001,England,nation,2021-01-20,6_to_17,24.9,2031
E92000001,England,nation,2021-01-20,85+,4789.1,67355
E92000001,England,nation,2021-01-20,65_to_84,1454.8,131767
E92000001,England,nation,2021-01-19,18_to_64,310.1,105426
E92000001,England,nation,2021-01-19,0_to_5,52.2,2050
E92000001,England,nation,2021-01-19,6_to_17,24.5,1999
E92000001,England,nation,2021-01-19,85+,4735.0,66594
E92000001,England,nation,2021-01-19,65_to_84,1438.8,130323
E92000001,England,nation,2021-01-18,18_to_64,305.8,103964
E92000001,England,nation,2021-01-18,0_to_5,51.5,2025
E92000001,England,nation,2021-01-18,6_to_17,24.2,1976
E92000001,England,nation,2021-01-18,85+,4681.6,65842
E92000001,England,nation,2021-01-18,65_to_84,1422.2,128818
E92000001,England,nation,2021-01-17,18_to_64,301.8,102604
E92000001,England,nation,2021-01-17,0_to_5,51.2,2010
E92000001,England,nation,2021-01-17,6_to_17,23.9,1954
E92000001,England,nation,2021-01-17,85+,4626.8,65072
E92000001,England,nation,2021-01-17,65_to_84,1405.2,127274
E92000001,England,nation,2021-01-16,18_to_64,298.2,101368
E92000001,England,nation,2021-01-16,0_to_5,50.7,1993
E92000001,England,nation,2021-01-16,6_to_17,23.8,1944
E92000001,England,nation,2021-01-16,85+,4573.3,64320
E92000001,England,nation,2021-01-16,65_to_84,1389.6,125866
E92000001,England,nation,2021-01-15,18_to_64,294.3,100037
E92000001,England,nation,2021-01-15,0_to_5,50.1,1968
E92000001,England,nation,2021-01-15,6_to_17,23.5,1919
E92000001,England,nation,2021-01-15,85+,4518.7,63551
E92000001,England,nation,2021-01-15,65_to_84,1374.0,124450
E92000001,England,nation,2021-01-14,18_to_64,290.7,98814
E92000001,England,nation,2021-01-14,0_to_5,49.6,1948
E92000001,England,nation,2021-01-14,6_to_17,23.3,1906
E92000001,England,nation,2021-01-14,85+,4471.1,62882
E92000001,England,nation,2021-01-14,65_to_84,1358.9,123087
E92000001,England,nation,2021-01-13,18_to_64,286.6,97407
E92000001,England,nation,2021-01-13,0_to_5,49.1,1927
E92000001,England,nation,2021-01-13,6_to_17,23.1,1890
E92000001,England,nation,2021-01-13,85+,4417.4,62127
E92000001,England,nation,2021-01-13,65_to_84,1342.6,121608
E92000001,England,nation,2021-01-12,18_to_64,282.4,95983
E92000001,England,nation,2021-01-12,0_to_5,48.2,1895
E92000001,England,nation,2021-01-12,6_to_17,23.0,1876
E92000001,England,nation,2021-01-12,85+,4364.5,61383
E92000001,England,nation,2021-01-12,65_to_84,1324.7,119984
E92000001,England,nation,2021-01-11,18_to_64,277.8,94435
E92000001,England,nation,2021-01-11,0_to_5,47.5,1868
E92000001,England,nation,2021-01-11,6_to_17,22.8,1858
E92000001,England,nation,2021-01-11,85+,4303.2,60520
E92000001,England,nation,2021-01-11,65_to_84,1306.2,118306
E92000001,England,nation,2021-01-10,18_to_64,273.5,92957
E92000001,England,nation,2021-01-10,0_to_5,47.1,1852
E92000001,England,nation,2021-01-10,6_to_17,22.5,1837
E92000001,England,nation,2021-01-10,85+,4247.1,59731
E92000001,England,nation,2021-01-10,65_to_84,1288.6,116716
E92000001,England,nation,2021-01-09,18_to_64,269.8,91724
E92000001,England,nation,2021-01-09,0_to_5,46.8,1838
E92000001,England,nation,2021-01-09,6_to_17,22.3,1817
E92000001,England,nation,2021-01-09,85+,4191.1,58944
E92000001,England,nation,2021-01-09,65_to_84,1271.8,115199
E92000001,England,nation,2021-01-08,18_to_64,265.8,90368
E92000001,England,nation,2021-01-08,0_to_5,46.3,1818
E92000001,England,nation,2021-01-08,6_to_17,22.2,1809
E92000001,England,nation,2021-01-08,85+,4136.6,58177
E92000001,England,nation,2021-01-08,65_to_84,1254.5,113632
E92000001,England,nation,2021-01-07,18_to_64,262.1,89092
E92000001,England,nation,2021-01-07,0_to_5,45.5,1788
E92000001,England,nation,2021-01-07,6_to_17,22.0,1793
E92000001,England,nation,2021-01-07,85+,4084.1,57439
E92000001,England,nation,2021-01-07,65_to_84,1238.1,112144
E92000001,England,nation,2021-01-06,18_to_64,257.9,87673
E92000001,England,nation,2021-01-06,0_to_5,44.9,1764
E92000001,England,nation,2021-01-06,6_to_17,21.7,1769
E92000001,England,nation,2021-01-06,85+,4026.6,56630
E92000001,England,nation,2021-01-06,65_to_84,1220.8,110571
E92000001,England,nation,2021-01-05,18_to_64,253.5,86161
E92000001,England,nation,2021-01-05,0_to_5,44.3,1740
E92000001,England,nation,2021-01-05,6_to_17,21.4,1744
E92000001,England,nation,2021-01-05,85+,3971.7,55858
E92000001,England,nation,2021-01-05,65_to_84,1202.7,108937
E92000001,England,nation,2021-01-04,18_to_64,249.4,84763
E92000001,England,nation,2021-01-04,0_to_5,43.6,1714
E92000001,England,nation,2021-01-04,6_to_17,21.1,1721
E92000001,England,nation,2021-01-04,85+,3919.0,55117
E92000001,England,nation,2021-01-04,65_to_84,1186.1,107432
E92000001,England,nation,2021-01-03,18_to_64,245.4,83416
E92000001,England,nation,2021-01-03,0_to_5,42.9,1686
E92000001,England,nation,2021-01-03,6_to_17,20.8,1696
E92000001,England,nation,2021-01-03,85+,3866.5,54379
E92000001,England,nation,2021-01-03,65_to_84,1170.1,105983
E92000001,England,nation,2021-01-02,18_to_64,241.5,82107
E92000001,England,nation,2021-01-02,0_to_5,42.4,1666
E92000001,England,nation,2021-01-02,6_to_17,20.5,1672
E92000001,England,nation,2021-01-02,85+,3819.3,53715
E92000001,England,nation,2021-01-02,65_to_84,1155.4,104649
E92000001,England,nation,2021-01-01,18_to_64,238.1,80945
E92000001,England,nation,2021-01-01,0_to_5,41.9,1648
E92000001,England,nation,2021-01-01,6_to_17,20.2,1651
E92000001,England,nation,2021-01-01,85+,3774.9,53091
E92000001,England,nation,2021-01-01,65_to_84,1140.8,103329
E92000001,England,nation,2020-12-31,18_to_64,234.9,79844
E92000001,England,nation,2020-12-31,0_to_5,41.5,1629
E92000001,England,nation,2020-12-31,6_to_17,20.0,1630
E92000001,England,nation,2020-12-31,85+,3732.3,52492
E92000001,England,nation,2020-12-31,65_to_84,1126.8,102059
E92000001,England,nation,2020-12-30,18_to_64,232.0,78872
E92000001,England,nation,2020-12-30,0_to_5,41.0,1610
E92000001,England,nation,2020-12-30,6_to_17,19.8,1617
E92000001,England,nation,2020-12-30,85+,3698.1,52011
E92000001,England,nation,2020-12-30,65_to_84,1115.3,101018
E92000001,England,nation,2020-12-29,18_to_64,228.7,77747
E92000001,England,nation,2020-12-29,0_to_5,40.5,1590
E92000001,England,nation,2020-12-29,6_to_17,19.6,1600
E92000001,England,nation,2020-12-29,85+,3655.7,51414
E92000001,England,nation,2020-12-29,65_to_84,1103.4,99939
E92000001,England,nation,2020-12-28,18_to_64,225.5,76650
E92000001,England,nation,2020-12-28,0_to_5,39.9,1568
E92000001,England,nation,2020-12-28,6_to_17,19.4,1585
E92000001,England,nation,2020-12-28,85+,3614.7,50837
E92000001,England,nation,2020-12-28,65_to_84,1090.7,98791
E92000001,England,nation,2020-12-27,18_to_64,222.4,75598
E92000001,England,nation,2020-12-27,0_to_5,39.2,1539
E92000001,England,nation,2020-12-27,6_to_17,19.2,1566
E92000001,England,nation,2020-12-27,85+,3574.9,50278
E92000001,England,nation,2020-12-27,65_to_84,1078.4,97679
E92000001,England,nation,2020-12-26,18_to_64,219.4,74574
E92000001,England,nation,2020-12-26,0_to_5,38.5,1512
E92000001,England,nation,2020-12-26,6_to_17,18.9,1546
E92000001,England,nation,2020-12-26,85+,3539.2,49776
E92000001,England,nation,2020-12-26,65_to_84,1067.5,96687
E92000001,England,nation,2020-12-25,18_to_64,216.9,73715
E92000001,England,nation,2020-12-25,0_to_5,38.1,1495
E92000001,England,nation,2020-12-25,6_to_17,18.8,1534
E92000001,England,nation,2020-12-25,85+,3505.3,49299
E92000001,England,nation,2020-12-25,65_to_84,1057.3,95769
E92000001,England,nation,2020-12-24,18_to_64,214.6,72965
E92000001,England,nation,2020-12-24,0_to_5,37.7,1483
E92000001,England,nation,2020-12-24,6_to_17,18.7,1523
E92000001,England,nation,2020-12-24,85+,3478.1,48917
E92000001,England,nation,2020-12-24,65_to_84,1048.7,94990
E92000001,England,nation,2020-12-23,18_to_64,212.7,72301
E92000001,England,nation,2020-12-23,0_to_5,37.4,1469
E92000001,England,nation,2020-12-23,6_to_17,18.5,1512
E92000001,England,nation,2020-12-23,85+,3452.3,48554
E92000001,England,nation,2020-12-23,65_to_84,1040.7,94259
E92000001,England,nation,2020-12-22,18_to_64,210.6,71581
E92000001,England,nation,2020-12-22,0_to_5,37.1,1458
E92000001,England,nation,2020-12-22,6_to_17,18.3,1497
E92000001,England,nation,2020-12-22,85+,3422.8,48139
E92000001,England,nation,2020-12-22,65_to_84,1031.8,93458
E92000001,England,nation,2020-12-21,18_to_64,208.3,70797
E92000001,England,nation,2020-12-21,0_to_5,36.5,1433
E92000001,England,nation,2020-12-21,6_to_17,18.2,1482
E92000001,England,nation,2020-12-21,85+,3389.6,47671
E92000001,England,nation,2020-12-21,65_to_84,1021.8,92547
E92000001,England,nation,2020-12-20,18_to_64,206.1,70049
E92000001,England,nation,2020-12-20,0_to_5,36.0,1416
E92000001,England,nation,2020-12-20,6_to_17,17.9,1464
E92000001,England,nation,2020-12-20,85+,3355.8,47196
E92000001,England,nation,2020-12-20,65_to_84,1012.3,91691
E92000001,England,nation,2020-12-19,18_to_64,204.0,69333
E92000001,England,nation,2020-12-19,0_to_5,35.6,1400
E92000001,England,nation,2020-12-19,6_to_17,17.7,1447
E92000001,England,nation,2020-12-19,85+,3323.6,46744
E92000001,England,nation,2020-12-19,65_to_84,1003.8,90916
E92000001,England,nation,2020-12-18,18_to_64,202.1,68700
E92000001,England,nation,2020-12-18,0_to_5,35.3,1387
E92000001,England,nation,2020-12-18,6_to_17,17.6,1435
E92000001,England,nation,2020-12-18,85+,3295.2,46344
E92000001,England,nation,2020-12-18,65_to_84,995.4,90162
E92000001,England,nation,2020-12-17,18_to_64,200.4,68137
E92000001,England,nation,2020-12-17,0_to_5,34.9,1372
E92000001,England,nation,2020-12-17,6_to_17,17.3,1415
E92000001,England,nation,2020-12-17,85+,3268.7,45971
E92000001,England,nation,2020-12-17,65_to_84,987.7,89461
E92000001,England,nation,2020-12-16,18_to_64,198.6,67524
E92000001,England,nation,2020-12-16,0_to_5,34.4,1353
E92000001,England,nation,2020-12-16,6_to_17,17.2,1402
E92000001,England,nation,2020-12-16,85+,3236.9,45524
E92000001,England,nation,2020-12-16,65_to_84,979.1,88680
E92000001,England,nation,2020-12-15,18_to_64,197.0,66972
E92000001,England,nation,2020-12-15,0_to_5,34.0,1336
E92000001,England,nation,2020-12-15,6_to_17,17.0,1389
E92000001,England,nation,2020-12-15,85+,3206.4,45095
E92000001,England,nation,2020-12-15,65_to_84,970.4,87895
E92000001,England,nation,2020-12-14,18_to_64,195.5,66457
E92000001,England,nation,2020-12-14,0_to_5,33.7,1323
E92000001,England,nation,2020-12-14,6_to_17,16.8,1373
E92000001,England,nation,2020-12-14,85+,3175.7,44663
E92000001,England,nation,2020-12-14,65_to_84,962.1,87141
E92000001,England,nation,2020-12-13,18_to_64,194.0,65934
E92000001,England,nation,2020-12-13,0_to_5,33.4,1311
E92000001,England,nation,2020-12-13,6_to_17,16.6,1357
E92000001,England,nation,2020-12-13,85+,3143.1,44205
E92000001,England,nation,2020-12-13,65_to_84,954.0,86414
E92000001,England,nation,2020-12-12,18_to_64,192.5,65436
E92000001,England,nation,2020-12-12,0_to_5,33.1,1299
E92000001,England,nation,2020-12-12,6_to_17,16.5,1345
E92000001,England,nation,2020-12-12,85+,3114.6,43804
E92000001,England,nation,2020-12-12,65_to_84,946.8,85761
E92000001,England,nation,2020-12-11,18_to_64,191.2,64980
E92000001,England,nation,2020-12-11,0_to_5,32.6,1282
E92000001,England,nation,2020-12-11,6_to_17,16.4,1335
E92000001,England,nation,2020-12-11,85+,3084.0,43374
E92000001,England,nation,2020-12-11,65_to_84,939.4,85088
E92000001,England,nation,2020-12-10,18_to_64,189.8,64511
E92000001,England,nation,2020-12-10,0_to_5,32.5,1276
E92000001,England,nation,2020-12-10,6_to_17,16.3,1328
E92000001,England,nation,2020-12-10,85+,3057.6,43003
E92000001,England,nation,2020-12-10,65_to_84,932.9,84494
E92000001,England,nation,2020-12-09,18_to_64,188.4,64044
E92000001,England,nation,2020-12-09,0_to_5,32.3,1268
E92000001,England,nation,2020-12-09,6_to_17,16.1,1314
E92000001,England,nation,2020-12-09,85+,3029.0,42600
E92000001,England,nation,2020-12-09,65_to_84,925.9,83863
E92000001,England,nation,2020-12-08,18_to_64,187.0,63561
E92000001,England,nation,2020-12-08,0_to_5,32.1,1261
E92000001,England,nation,2020-12-08,6_to_17,15.9,1295
E92000001,England,nation,2020-12-08,85+,2999.3,42183
E92000001,England,nation,2020-12-08,65_to_84,919.0,83239
E92000001,England,nation,2020-12-07,18_to_64,185.6,63082
E92000001,England,nation,2020-12-07,0_to_5,31.9,1252
E92000001,England,nation,2020-12-07,6_to_17,15.7,1283
E92000001,England,nation,2020-12-07,85+,2972.3,41803
E92000001,England,nation,2020-12-07,65_to_84,911.8,82591
E92000001,England,nation,2020-12-06,18_to_64,184.3,62647
E92000001,England,nation,2020-12-06,0_to_5,31.7,1246
E92000001,England,nation,2020-12-06,6_to_17,15.5,1264
E92000001,England,nation,2020-12-06,85+,2944.5,41412
E92000001,England,nation,2020-12-06,65_to_84,905.1,81977
E92000001,England,nation,2020-12-05,18_to_64,183.2,62258
E92000001,England,nation,2020-12-05,0_to_5,31.6,1241
E92000001,England,nation,2020-12-05,6_to_17,15.3,1253
E92000001,England,nation,2020-12-05,85+,2920.8,41078
E92000001,England,nation,2020-12-05,65_to_84,898.7,81405
E92000001,England,nation,2020-12-04,18_to_64,182.1,61898
E92000001,England,nation,2020-12-04,0_to_5,31.4,1235
